,endTime,artistName,trackName,msPlayed
833,2023-11-03 15:48,Jung Kook,Yes or No,147557
834,2023-11-03 15:59,Jung Kook,Yes or No,11568
835,2023-11-03 16:19,Jung Kook,Standing Next to You,23560
836,2023-11-03 16:47,Jung Kook,Standing Next to You,182488
837,2023-11-03 16:52,Jung Kook,Yes or No,19258
838,2023-11-03 16:55,Jung Kook,Standing Next to You,206019
839,2023-11-03 16:59,Jung Kook,Standing Next to You,206019
840,2023-11-03 17:06,Jung Kook,Standing Next to You,206019
841,2023-11-03 17:10,Jung Kook,Standing Next to You,206019
842,2023-11-03 17:18,Jung Kook,Standing Next to You,206019
843,2023-11-03 17:27,Jung Kook,Standing Next to You,206019
844,2023-11-03 17:32,Jung Kook,Standing Next to You,206019
845,2023-11-03 17:35,Jung Kook,Standing Next to You,206019
846,2023-11-03 17:42,Jung Kook,Yes or No,551
847,2023-11-03 17:42,Jung Kook,Standing Next to You,201905
848,2023-11-03 17:48,Jung Kook,Please Don't Change (feat. DJ Snake),146684
849,2023-11-03 17:51,Jung Kook,Please Don't Change (feat. DJ Snake),146684
850,2023-11-03 17:53,Jung Kook,Please Don't Change (feat. DJ Snake),146684
851,2023-11-03 17:57,Jung Kook,Please Don't Change (feat. DJ Snake),146684
852,2023-11-03 18:00,Jung Kook,Please Don't Change (feat. DJ Snake),146684
853,2023-11-03 18:01,Jung Kook,Please Don't Change (feat. DJ Snake),56961
854,2023-11-03 18:53,Jung Kook,Please Don't Change (feat. DJ Snake),89724
855,2023-11-03 19:06,Jung Kook,Please Don't Change (feat. DJ Snake),146684
856,2023-11-03 19:08,Jung Kook,Please Don't Change (feat. DJ Snake),146684
857,2023-11-03 19:15,Jung Kook,Please Don't Change (feat. DJ Snake),130245
858,2023-11-03 19:18,Jung Kook,Closer to You (feat. Major Lazer),170995
859,2023-11-03 19:26,Jung Kook,Closer to You (feat. Major Lazer),101800
860,2023-11-03 19:31,Vishal-Shekhar,The Disco Song,342093
861,2023-11-03 19:32,Vishal-Shekhar,Kukkad,52947
862,2023-11-03 19:39,Vishal-Shekhar,Radha,324697
863,2023-11-03 21:58,Vishal-Shekhar,Radha,16664
864,2023-11-03 22:02,Vishal-Shekhar,Ishq Wala Love,66851
865,2023-11-03 22:13,Vishal-Shekhar,The Disco Song,339260
866,2023-11-04 07:49,Jung Kook,3D (feat. Jack Harlow),743
867,2023-11-04 07:52,Jung Kook,Closer to You (feat. Major Lazer),170995
868,2023-11-04 07:52,Jung Kook,Seven (feat. Latto) (Explicit Ver.),21773
869,2023-11-04 07:54,Jung Kook,Standing Next to You,95680
870,2023-11-04 07:57,Jung Kook,Closer to You (feat. Major Lazer),170995
871,2023-11-04 08:00,Jung Kook,Closer to You (feat. Major Lazer),170995
872,2023-11-04 08:02,Jung Kook,Closer to You (feat. Major Lazer),170995
873,2023-11-04 08:04,Jung Kook,Closer to You (feat. Major Lazer),61534
874,2023-11-04 14:11,Jung Kook,Standing Next to You,206019
875,2023-11-04 14:14,Jung Kook,Yes or No,147557
876,2023-11-04 14:16,Jung Kook,Please Don't Change (feat. DJ Snake),146684
877,2023-11-04 14:19,Jung Kook,Hate You,154236
878,2023-11-04 14:22,Jung Kook,Somebody,168599
879,2023-11-04 14:26,Jung Kook,Too Sad to Dance,43693
880,2023-11-04 14:29,Jung Kook,Somebody,168599
881,2023-11-04 14:32,Jung Kook,Somebody,168599
882,2023-11-04 14:35,Jung Kook,Somebody,168599
883,2023-11-04 14:40,Jung Kook,Somebody,168599
884,2023-11-04 14:45,Jung Kook,Somebody,46452
885,2023-11-04 14:45,Jung Kook,Somebody,168599
886,2023-11-04 14:49,Steve Aoki,Waste It On Me (feat. BTS),192536
887,2023-11-04 14:52,MONSTA X,Follow,213440
888,2023-11-04 14:55,Jessi,ZOOM,174840
889,2023-11-04 15:07,Dua Lipa,Kiss and Make Up,124486
890,2023-11-04 15:10,KAI,Rover,174506
891,2023-11-04 15:14,PSY,DADDY,230635
892,2023-11-04 15:14,BTS,Best Of Me,27920
893,2023-11-04 15:19,Arijit Singh,"Palat - Tera Hero Idhar Hai (From ""Main Tera Hero"")",270676
894,2023-11-04 15:26,Armaan Malik,Control,37802
895,2023-11-04 15:28,TOMORROW X TOGETHER,Back for More (with Anitta),131037
896,2023-11-04 15:31,Troye Sivan,Rush,156391
897,2023-11-04 15:31,Jung Kook,3D (feat. Jack Harlow),7019
898,2023-11-04 15:36,Pritam,Touch Me,318066
899,2023-11-04 15:45,MONSTA X,WHO DO U LOVE?,189035
900,2023-11-04 15:46,ENHYPEN,Bite Me,55771
901,2023-11-04 21:22,Jung Kook,Closer to You (feat. Major Lazer),2804
902,2023-11-04 21:22,Jung Kook,Standing Next to You,141
903,2023-11-04 21:26,Jung Kook,Standing Next to You,206019
904,2023-11-04 21:28,Jung Kook,Yes or No,147557
905,2023-11-04 21:30,Jung Kook,Please Don't Change (feat. DJ Snake),146684
906,2023-11-04 21:44,Jung Kook,Hate You,154236
907,2023-11-04 21:47,Jung Kook,Somebody,168599
908,2023-11-04 21:49,Jung Kook,Somebody,168599
909,2023-11-04 21:52,Jung Kook,Somebody,168599
910,2023-11-04 21:54,Jung Kook,Somebody,86391
911,2023-11-04 23:28,Jung Kook,Somebody,82209
912,2023-11-04 23:31,Jung Kook,Somebody,168599
913,2023-11-04 23:43,Jung Kook,Somebody,168599
914,2023-11-04 23:46,Jung Kook,Somebody,168599
915,2023-11-04 23:49,Jung Kook,Somebody,168599
916,2023-11-04 23:58,Jung Kook,Somebody,121451
917,2023-11-05 00:27,Jung Kook,Somebody,14521
918,2023-11-05 00:28,Jung Kook,Somebody,32784
919,2023-11-05 00:31,Jung Kook,Somebody,168599
920,2023-11-05 00:38,Jung Kook,Somebody,43639
921,2023-11-05 00:42,Nakash Aziz,"Jabra Fan (From ""Fan"")",224999
922,2023-11-05 00:46,Nakash Aziz,"Jabra Fan (From ""Fan"")",224999
923,2023-11-05 00:46,Nakash Aziz,"Jabra Fan (From ""Fan"")",657
924,2023-11-05 00:52,Vishal-Shekhar,"Jai Jai Shivshankar (From ""War"")",230557
925,2023-11-05 00:58,Ankit Tiwari,"Galliyan (From ""Ek Villain"")",340399
926,2023-11-05 01:02,Arijit Singh,"Mast Magan (From ""2 States"")",280161
927,2023-11-05 01:07,Sohail Sen,Do Dhaari Talwaar,300826
928,2023-11-05 01:08,Neeti Mohan,Nainowale Ne,15292
929,2023-11-05 01:09,Vishal-Shekhar,"Ghungroo (From ""War"")",5898
930,2023-11-05 01:14,Ajay-Atul,Chikni Chameli,301586
931,2023-11-05 01:18,Neeraj Shridhar,Tum Hi Ho Bandhu,93959
932,2023-11-05 01:22,Shreya Ghoshal,Latoo,268051
933,2023-11-05 01:27,Shreya Ghoshal,Latoo,268051
934,2023-11-05 01:39,Shreya Ghoshal,Latoo,115541
935,2023-11-05 01:48,Shreya Ghoshal,Latoo,268051
936,2023-11-05 02:07,Shreya Ghoshal,Latoo,239026
937,2023-11-05 05:04,Shreya Ghoshal,Latoo,9478
938,2023-11-05 05:09,Shreya Ghoshal,Latoo,268051
939,2023-11-05 05:20,Shreya Ghoshal,Latoo,65028
940,2023-11-05 05:46,Shreya Ghoshal,Latoo,3568
941,2023-11-05 05:52,Shreya Ghoshal,Latoo,266680
942,2023-11-05 05:57,Jung Kook,Somebody,168599
943,2023-11-05 05:58,Jung Kook,Too Sad to Dance,35253
944,2023-11-05 06:02,Jung Kook,Somebody,168599
945,2023-11-05 06:05,Jung Kook,Somebody,168599
946,2023-11-05 06:13,Jung Kook,Somebody,4829
947,2023-11-05 06:13,Jung Kook,Somebody,168599
948,2023-11-05 06:16,Jung Kook,Please Don't Change (feat. DJ Snake),146684
949,2023-11-05 06:17,Jung Kook,Hate You,108035
950,2023-11-05 06:22,Shreya Ghoshal,Latoo,268051
951,2023-11-05 06:26,Shreya Ghoshal,Latoo,268051
952,2023-11-05 06:31,Shreya Ghoshal,Latoo,268051
953,2023-11-05 06:35,Shreya Ghoshal,Latoo,268051
954,2023-11-05 09:21,Shreya Ghoshal,Latoo,108355
955,2023-11-05 17:29,Shreya Ghoshal,Latoo,268051
956,2023-11-05 17:37,Shreya Ghoshal,Latoo,268051
957,2023-11-05 17:41,Shreya Ghoshal,Latoo,268051
958,2023-11-05 17:51,Shreya Ghoshal,Latoo,10378
959,2023-11-05 17:51,Shreya Ghoshal,Latoo,268051
960,2023-11-05 17:58,The Weather Girls,It's Raining Men,325426
961,2023-11-05 18:09,The Weather Girls,It's Raining Men,77633
962,2023-11-05 18:53,The Weather Girls,It's Raining Men,3500
963,2023-11-05 19:54,Jung Kook,Standing Next to You,55269
964,2023-11-05 20:00,Jung Kook,Standing Next to You,206019
965,2023-11-05 20:02,Jung Kook,Yes or No,147557
966,2023-11-05 20:05,Jung Kook,Please Don't Change (feat. DJ Snake),146684
967,2023-11-05 20:05,Jung Kook,Hate You,551
968,2023-11-05 20:08,Jung Kook,Somebody,168599
969,2023-11-05 20:09,Jung Kook,Too Sad to Dance,52918
970,2023-11-05 20:12,Jung Kook,Somebody,168599
971,2023-11-05 20:15,Jung Kook,Too Sad to Dance,175911
972,2023-11-05 20:15,Jung Kook,Shot Glass of Tears,41845
973,2023-11-05 21:05,The Neighbourhood,Sweater Weather,240400
974,2023-11-05 21:09,Starbomb,Welcome to the Mario Party,177261
975,2023-11-05 21:13,COIN,Brad Pitt,216187
976,2023-11-05 21:14,Mad Tsai,killer queen,60250
977,2023-11-05 21:16,Daddy Yankee,Con Calma,2809
978,2023-11-05 21:16,OneRepublic,I Ain't Worried,142245
979,2023-11-05 21:19,J Balvin,Peligrosa,202346
980,2023-11-05 21:20,MONSTA X,Follow,417
981,2023-11-05 21:20,MONSTA X,Follow,2693
982,2023-11-05 21:20,Daddy Yankee,Con Calma,47789
983,2023-11-05 21:24,WayV,Love Talk - English Version,232150
984,2023-11-05 21:25,TOMORROW X TOGETHER,Devil by the Window,30338
985,2023-11-05 21:30,Vishal-Shekhar,The Disco Song,342093
986,2023-11-05 21:35,Arijit Singh,"Sooraj Dooba Hain (From ""Roy"")",264854
987,2023-11-05 21:37,Stray Kids,God’s Menu,487
988,2023-11-05 21:37,Zack Knight,Bom Diggy Diggy,120090
989,2023-11-05 21:41,BTS,Spine Breaker,238529
990,2023-11-05 21:44,KARD,Bomb Bomb,163508
991,2023-11-05 21:44,BTS,Dionysus,24311
992,2023-11-05 21:44,Agust D,HUH?! (feat. j-hope),17358
993,2023-11-05 21:48,Superfruit,GUY.exe,222680
994,2023-11-05 21:49,Dan Avidan,Kiss From A Rose,70041
995,2023-11-05 21:49,5 Seconds of Summer,Easier – Remix (with Charlie Puth),789
996,2023-11-05 21:49,Jung Kook,Seven (feat. Latto) (Explicit Ver.),208
997,2023-11-05 21:49,Dua Lipa,Fever,6849
998,2023-11-05 21:53,Jung Kook,Standing Next to You,206019
999,2023-11-05 21:55,Jung Kook,Yes or No,147557
1000,2023-11-05 21:56,Jung Kook,Please Don't Change (feat. DJ Snake),28647
1001,2023-11-06 03:27,The Weather Girls,It's Raining Men,4687
1002,2023-11-06 03:30,Jung Kook,Closer to You (feat. Major Lazer),164343
1003,2023-11-06 03:32,iamnotshane,Maybe My Soulmate Died,114375
1004,2023-11-06 03:35,Travis Scott,K-POP,185220
1005,2023-11-06 03:38,Boys World,Piña Colada,185914
1006,2023-11-06 03:41,iamnotshane,Take Me Out,145107
1007,2023-11-06 03:43,TOMORROW X TOGETHER,Back for More (with Anitta),131037
1008,2023-11-06 03:45,Troye Sivan,Rush,156391
1009,2023-11-06 03:45,Jung Kook,3D (feat. Jack Harlow),2150
1010,2023-11-06 03:51,Pritam,Touch Me,301500
1011,2023-11-06 04:58,Jung Kook,Closer to You (feat. Major Lazer),170995
1012,2023-11-06 04:58,Jung Kook,Seven (feat. Latto) (Explicit Ver.),888
1013,2023-11-06 05:01,Jung Kook,Standing Next to You,206019
1014,2023-11-06 05:15,Jung Kook,Yes or No,140580
1015,2023-11-06 06:04,Vishal-Shekhar,Khuda Jaane,204126
1016,2023-11-06 06:27,Shreya Ghoshal,Latoo,268051
1017,2023-11-06 06:28,Shreya Ghoshal,Latoo,14168
1018,2023-11-06 06:30,Jung Kook,Closer to You (feat. Major Lazer),170995
1019,2023-11-06 06:33,Jung Kook,Closer to You (feat. Major Lazer),170995
1020,2023-11-06 06:46,Jung Kook,Closer to You (feat. Major Lazer),165929
1021,2023-11-06 15:19,Jung Kook,Somebody,168599
1022,2023-11-06 15:22,Jung Kook,Too Sad to Dance,175911
1023,2023-11-06 15:25,Jung Kook,Shot Glass of Tears,167246
1024,2023-11-06 15:29,Jung Kook,Seven (feat. Latto) (Clean Ver.),18361
1025,2023-11-06 15:31,CNCO,Hey DJ,66838
1026,2023-11-06 15:36,MONSTA X,WHO DO U LOVE?,189035
1027,2023-11-06 15:37,ENHYPEN,Bite Me,102344
1028,2023-11-06 15:41,ENHYPEN,Bite Me,5664
1029,2023-11-06 15:44,TOMORROW X TOGETHER,Tinnitus (Wanna be a rock),157261
1030,2023-11-06 15:48,Ricky Martin,Vente Pa' Ca (feat. Maluma),259195
1031,2023-11-06 15:52,Ayushmann Khurrana,Pani da Rang (Male),239333
1032,2023-11-06 15:54,Jung Kook,Yes or No,147557
1033,2023-11-06 15:57,Imagine Dragons,Bones,109872
1034,2023-11-06 16:09,Imagine Dragons,Bones,55631
1035,2023-11-06 16:12,Jung Kook,Seven (feat. Latto) (Explicit Ver.),183550
1036,2023-11-06 16:15,Fall Out Boy,Immortals,189386
1037,2023-11-06 16:19,Jung Kook,Somebody,168599
1038,2023-11-06 16:21,Troye Sivan,Rush,156391
1039,2023-11-06 16:24,Armaan Malik,Memu Aagamu,167547
1040,2023-11-06 16:30,Jung Kook,Please Don't Change (feat. DJ Snake),146684
1041,2023-11-06 16:36,Anirudh Ravichander,Chaleya,200373
1042,2023-11-06 16:41,Pritam,Touch Me,318066
1043,2023-11-06 16:43,TOMORROW X TOGETHER,Back for More (with Anitta),131037
1044,2023-11-06 16:45,iamnotshane,Take Me Out,145107
1045,2023-11-06 16:48,iamnotshane,Plot Twist,176470
1046,2023-11-06 16:49,Pritam,"Character Dheela 2.0 (From ""Shehzada"")",25515
1047,2023-11-06 16:53,Pritam,Make Some Noise For The Desi Boyz,244067
1048,2023-11-06 17:03,Tesher,Jalebi Baby (Tesher x Jason Derulo),164148
1049,2023-11-06 17:09,Shankar Mahadevan,Dil Chahta Hai,175290
1050,2023-11-06 17:15,Vishal-Shekhar,The Disco Song,342093
1051,2023-11-06 17:18,Arijit Singh,"Tum Hi Ho (From ""Aashiqui 2"")",1380
1052,2023-11-06 17:18,Guru Randhawa,"Morni Banke (From ""Badhaai Ho"")",64669
1053,2023-11-06 17:21,Joi Barua,Dil Dhadakne Do,230318
1054,2023-11-06 17:28,Pritam,Balam Pichkari,288902
1055,2023-11-06 17:32,A.R. Rahman,Raanjhanaa,254653
1056,2023-11-06 17:47,Shankar Mahadevan,Dil Chahta Hai,248805
1057,2023-11-06 17:51,Maroon 5,One More Night,248784
1058,2023-11-06 17:55,Maroon 5,One More Night,219466
1059,2023-11-06 17:58,BTS,Run BTS,204939
1060,2023-11-06 18:02,Clean Bandit,Mama (feat. Ellie Goulding),189973
1061,2023-11-06 18:18,Rihanna,S&M,243600
1062,2023-11-06 18:30,Lil Nas X,MONTERO (Call Me By Your Name),49982
1063,2023-11-06 18:33,Jung Kook,Closer to You (feat. Major Lazer),170995
1064,2023-11-06 18:36,Jung Kook,Seven (feat. Latto) (Explicit Ver.),20395
1065,2023-11-06 18:39,Jung Kook,Somebody,168599
1066,2023-11-06 18:42,Jung Kook,Somebody,168599
1067,2023-11-06 18:48,Jung Kook,Somebody,168599
1068,2023-11-06 18:48,Jung Kook,Somebody,10980
1069,2023-11-06 18:51,Jung Kook,Closer to You (feat. Major Lazer),170995
1070,2023-11-06 18:54,Jung Kook,Closer to You (feat. Major Lazer),107601
1071,2023-11-07 00:35,Jung Kook,Closer to You (feat. Major Lazer),20820
1072,2023-11-07 00:38,AK,Oooo,183613
1073,2023-11-07 00:42,BTS,ON,246380
1074,2023-11-07 00:46,Agust D,Daechwita,225668
1075,2023-11-07 00:51,Post Malone,On The Road (feat. Meek Mill & Lil Baby),218320
1076,2023-11-07 00:55,Eminem,Godzilla (feat. Juice WRLD),210800
1077,2023-11-07 00:57,G-Eazy,Calm Down,127426
1078,2023-11-07 01:04,BTS,BTS Cypher 4,294463
1079,2023-11-07 01:08,BTS,Louder than bombs,217404
1080,2023-11-07 01:11,j-hope,Chicken Noodle Soup (feat. Becky G),27292
1081,2023-11-07 01:14,SAINT PHNX,Scream,205905
1082,2023-11-07 01:18,Doja Cat,Boss Bitch,54225
1083,2023-11-07 01:22,Ayushmann Khurrana,Saadi Galli Aaja,253416
1084,2023-11-07 01:29,Armaan Malik,Memu Aagamu,167547
1085,2023-11-07 01:33,King,Maan Meri Jaan (Afterlife),66439
1086,2023-11-07 01:38,Shreya Ghoshal,Latoo,268051
1087,2023-11-07 01:39,Shreya Ghoshal,Latoo,24148
1088,2023-11-07 01:43,5 Seconds of Summer,Easier - Live From The Vault,206927
1089,2023-11-07 01:49,Ninja Sex Party,Everybody Wants to Rule the World,33387
1090,2023-11-07 01:49,BTS,My Time,234457
1091,2023-11-07 01:52,Jung Kook,Closer to You (feat. Major Lazer),170995
1092,2023-11-07 01:52,Jung Kook,Seven (feat. Latto) (Explicit Ver.),5126
1093,2023-11-07 01:56,Jung Kook,Standing Next to You,206019
1094,2023-11-07 01:58,Jung Kook,Yes or No,147557
1095,2023-11-07 02:00,Jung Kook,Please Don't Change (feat. DJ Snake),77703
1096,2023-11-07 03:59,Jung Kook,Please Don't Change (feat. DJ Snake),69043
1097,2023-11-07 05:56,Jung Kook,Somebody,51200
1098,2023-11-07 06:02,Salim–Sulaiman,Thug Le,161797
1099,2023-11-07 06:06,Ayushmann Khurrana,Pani da Rang (Male),239333
1100,2023-11-07 06:10,Salim–Sulaiman,Aadat Se Majboor,75123
1101,2023-11-07 15:27,ATEEZ,Fireworks (I'm The One),209574
1102,2023-11-07 15:29,TOMORROW X TOGETHER,Back for More (with Anitta),131037
1103,2023-11-07 15:32,PSY,That That (prod.&feat. SUGA of BTS),174646
1104,2023-11-07 15:35,Jessi,ZOOM,174840
1105,2023-11-07 15:38,j-hope,Hope World,1240
1106,2023-11-07 15:38,Jung Kook,Stay Alive (Prod. SUGA of BTS),210928
1107,2023-11-07 15:43,Shreya Ghoshal,Latoo,268051
1108,2023-11-07 15:43,Shreya Ghoshal,Latoo,22341
1109,2023-11-07 15:46,Major Lazer,Que Calor (feat. J Balvin & El Alfa),169997
1110,2023-11-07 15:49,Jawsh 685,Savage Love (Laxed – Siren Beat) [BTS Remix],184905
1111,2023-11-07 15:52,Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),184104
1112,2023-11-07 15:57,Steve Aoki,Waste It On Me,192536
1113,2023-11-07 16:01,Rihanna,S&M,243600
1114,2023-11-07 16:05,Dua Lipa,New Rules,207358
1115,2023-11-07 16:07,Doja Cat,Boss Bitch,134239
1116,2023-11-07 16:08,BTS,BTS Cypher 4,75480
1117,2023-11-07 16:13,Agust D,Strange (feat. RM),6676
1118,2023-11-07 16:13,Agust D,What do you think?,1281
1119,2023-11-07 16:13,BTS,Outro: Tear,284980
1120,2023-11-07 16:17,BTS,Not Today,231859
1121,2023-11-07 16:20,ZICO,Artist,192827
1122,2023-11-07 16:24,Imagine Dragons,Follow You,83834
1123,2023-11-07 16:24,Richard Carter,Le Monde - From Talk to Me,2469
1124,2023-11-07 16:27,Joel Sunny,Luminary,189000
1125,2023-11-07 16:27,John Powell,Romantic Flight - From How To Train Your Dragon Music From The Motion Picture,4981
1126,2023-11-07 16:29,Ludwig Göransson,Can You Hear The Music,106620
1127,2023-11-07 16:33,Shreya Ghoshal,Latoo,268051
1128,2023-11-07 16:34,Shreya Ghoshal,Latoo,2048
1129,2023-11-07 16:37,Nakash Aziz,"Jabra Fan (From ""Fan"")",223175
1130,2023-11-07 16:42,Vishal-Shekhar,Kukkad,262866
1131,2023-11-07 16:43,Vishal-Shekhar,Vele,82700
1132,2023-11-07 16:45,Tiësto,Hot In It (feat. Charli XCX),129817
1133,2023-11-07 16:49,Little Mix,Power,247840
1134,2023-11-07 16:53,David Guetta,Say My Name,198946
1135,2023-11-07 16:53,Steve Aoki,Waste It On Me (feat. BTS),47806
1136,2023-11-07 16:54,Topic,Breaking Me,7526
1137,2023-11-07 16:54,AREA21,Glad You Came,9100
1138,2023-11-07 16:58,The Living Tombstone,My Ordinary Life,230893
1139,2023-11-07 17:01,Ninja Sex Party,Cool Patrol,197360
1140,2023-11-07 17:03,MARINA,Bubblegum Bitch,154666
1141,2023-11-07 17:03,Arctic Monkeys,Why'd You Only Call Me When You're High?,0
1142,2023-11-07 17:07,Starbomb,A Boy and His Boat,4228
1143,2023-11-07 17:07,UPSAHL,People I Don't Like,2000
1144,2023-11-07 17:07,JT Music,Five Long Nights,194500
1145,2023-11-07 17:07,Panic! At The Disco,House of Memories,0
1146,2023-11-07 17:09,Starbomb,A Boy and His Boat,137052
1147,2023-11-07 17:12,Dan Avidan,Scarborough Fair,156177
1148,2023-11-07 17:55,TOMORROW X TOGETHER,Tinnitus (Wanna be a rock),157261
1149,2023-11-07 18:02,Ayushmann Khurrana,Pani da Rang (Male),218033
1150,2023-11-07 18:05,iamnotshane,Plot Twist,171191
1151,2023-11-07 18:09,Ricky Martin,Vente Pa' Ca (feat. Maluma),259195
1152,2023-11-07 18:12,Jung Kook,Seven (feat. Latto) (Explicit Ver.),183550
1153,2023-11-07 18:15,KAI,Rover,83573
1154,2023-11-07 21:45,Unknown Artist,Unknown Track,6138
1155,2023-11-07 21:45,Unknown Artist,Unknown Track,3213
1156,2023-11-07 21:50,Roop Kumar Rathod,Tujh Mein Rab Dikhta Hai,281573
1157,2023-11-07 21:53,Vishal-Shekhar,Jhoome Jo Pathaan,208164
1158,2023-11-07 22:07,Ankit Tiwari,Sunn Raha Hai,390222
1159,2023-11-07 22:08,Pritam,"Bulleya (From ""Ae Dil Hai Mushkil"")",62933
1160,2023-11-07 23:11,Jung Kook,Closer to You (feat. Major Lazer),170995
1161,2023-11-07 23:12,Jung Kook,Seven (feat. Latto) (Explicit Ver.),27866
1162,2023-11-07 23:15,Jung Kook,Yes or No,1441
1163,2023-11-07 23:15,Jung Kook,Standing Next to You,206019
1164,2023-11-07 23:18,Jung Kook,Please Don't Change (feat. DJ Snake),146684
1165,2023-11-07 23:20,Jung Kook,Hate You,154236
1166,2023-11-07 23:31,Jung Kook,Somebody,23696
1167,2023-11-08 04:54,Starbomb,Smash!,740
1168,2023-11-08 05:31,Pritam,Bhool Bhulaiyaa 2 Title Track,211666
1169,2023-11-08 05:35,King,Maan Meri Jaan (Afterlife),385
1170,2023-11-08 05:35,Sachet Tandon,Barbaadiyan,230185
1171,2023-11-08 05:39,Pritam,Party On My Mind,222133
1172,2023-11-08 05:42,Sohail Sen,Do Dhaari Talwaar,33183
1173,2023-11-08 05:42,A.R. Rahman,Ishq Shava,0
1174,2023-11-08 05:42,Armaan Malik,Control,153355
1175,2023-11-08 05:43,A.R. Rahman,Ishq Shava,18870
1176,2023-11-08 05:47,JT Music,Five Long Nights,6115
1177,2023-11-08 05:47,Ninja Sex Party,Everybody Wants to Rule the World,253647
1178,2023-11-08 06:01,Dayglow,Run the World!!!,145120
1179,2023-11-08 15:19,Unknown Artist,Unknown Track,198
1180,2023-11-08 15:19,Unknown Artist,Unknown Track,20000
1181,2023-11-08 15:25,Joi Barua,Dil Dhadakne Do,4372
1182,2023-11-08 15:25,Roop Kumar Rathod,Tujh Mein Rab Dikhta Hai,2892
1183,2023-11-08 15:25,Sachet Tandon,Malang Sajna,2523
1184,2023-11-08 15:25,Ajay-Atul,Chikni Chameli,301586
1185,2023-11-08 15:28,Vishal-Shekhar,Firecracker,166600
1186,2023-11-08 15:31,Meet Bros.,"High Heels Te Nachche (From ""Ki &amp; Ka"") (feat. Jaz Dhami, Aditi Singh Sharma)",212115
1187,2023-11-08 15:35,Pritam,Sau Tarah Ke,238994
1188,2023-11-08 15:36,Zack Knight,Bom Diggy Diggy,24768
1189,2023-11-08 15:40,Shreya Ghoshal,"Ye Ishq Hai (From ""Jab We Met"")",280974
1190,2023-11-08 15:41,Sunidhi Chauhan,Kashmir Main Tu Kanyakumari,19469
1191,2023-11-08 15:44,Mabel,Don't Call Me Up,2149
1192,2023-11-08 15:44,KAROL G,La Vida Es Una (From Puss in Boots: The Last Wish),189838
1193,2023-11-08 15:47,KAROL G,La Vida Es Una (From Puss in Boots: The Last Wish),189838
1194,2023-11-08 15:48,Mabel,Don't Call Me Up,50292
1195,2023-11-08 15:51,5 Seconds of Summer,Easier - Live From The Vault,206927
1196,2023-11-08 15:55,Becky G,Mayores,203186
1197,2023-11-08 15:59,Tainy,COLMILLO,265999
1198,2023-11-08 16:03,J Balvin,Qué Más Pues?,217773
1199,2023-11-08 16:03,Dua Lipa,Don't Start Now,0
1200,2023-11-08 16:06,Maroon 5,One More Night,219466
1201,2023-11-08 16:09,Doja Cat,Boss Bitch,134239
1202,2023-11-08 16:12,Enrique Iglesias,Tonight (I'm Fuckin' You),232213
1203,2023-11-08 16:14,Jason Derulo,Acapulco,68433
1204,2023-11-08 16:16,Jung Kook,Closer to You (feat. Major Lazer),170995
1205,2023-11-08 16:20,Jung Kook,Seven (feat. Latto) (Explicit Ver.),183550
1206,2023-11-08 16:23,Jung Kook,Standing Next to You,206019
1207,2023-11-08 16:25,Jung Kook,Yes or No,147557
1208,2023-11-08 16:28,Jung Kook,Please Don't Change (feat. DJ Snake),146684
1209,2023-11-08 16:32,Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",258473
1210,2023-11-08 16:36,Pritam,Afghan Jalebi (Film Version),224206
1211,2023-11-08 16:41,Jung Kook,Hate You,5781
1212,2023-11-08 16:41,Benny Dayal,Lat Lag Gayee,280369
1213,2023-11-08 16:44,Jung Kook,Somebody,168599
1214,2023-11-08 16:59,Jung Kook,Too Sad to Dance,103212
1215,2023-11-08 17:25,TOMORROW X TOGETHER,Tinnitus (Wanna be a rock),157261
1216,2023-11-08 17:27,Jung Kook,Somebody,168599
1217,2023-11-08 17:32,Shreya Ghoshal,Latoo,268051
1218,2023-11-08 17:35,iamnotshane,Plot Twist,176470
1219,2023-11-08 17:36,TOMORROW X TOGETHER,Back for More (with Anitta),42730
1220,2023-11-08 17:39,Badshah,Kar Gayi Chull,187710
1221,2023-11-08 17:41,Vishal-Shekhar,Khuda Jaane,124408
1222,2023-11-08 17:45,Shae Gill,Pasoori,224146
1223,2023-11-08 17:49,Pritam,Badtameez Dil,252760
1224,2023-11-08 17:53,Sachet Tandon,Barbaadiyan,230185
1225,2023-11-08 17:56,Armaan Malik,Memu Aagamu,167547
1226,2023-11-08 18:02,Arijit Singh,"Main Tera Boyfriend (From ""Raabta"")",276153
1227,2023-11-08 18:05,Yohani,"Manike (From ""Thank God"")",197473
1228,2023-11-08 18:06,Ash King,"Bandook Meri Laila (From ""A Gentleman"") (feat. Raftaar, Sidharth Malhotra)",31854
1229,2023-11-08 18:11,Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",258473
1230,2023-11-08 18:15,Yash Narvekar,"Muqabla (From ""Street Dancer 3D"")",176125
1231,2023-11-08 18:15,Pritam,Afghan Jalebi (Film Version),7139
1232,2023-11-08 18:20,Ajay-Atul,Chikni Chameli,301586
1233,2023-11-08 18:24,Joi Barua,Dil Dhadakne Do,230318
1234,2023-11-08 18:34,Yashita Sharma,Gallan Goodiyaan,12316
